time,total_band_width
2024-06-20 07:10:00,7977
2024-06-20 07:15:00,9112
2024-06-20 07:20:00,7441
2024-06-20 07:25:00,7419
2024-06-20 07:30:00,7553
2024-06-20 07:35:00,7049
2024-06-20 07:40:00,7316
2024-06-20 07:45:00,7844
2024-06-20 07:50:00,7715
2024-06-20 07:55:00,7903
2024-06-20 08:00:00,9046
2024-06-20 08:05:00,6808
2024-06-20 08:10:00,7430
2024-06-20 08:15:00,7862
2024-06-20 08:20:00,8625
2024-06-20 08:25:00,7126
2024-06-20 08:30:00,8898
2024-06-20 08:35:00,7675
2024-06-20 08:40:00,6760
2024-06-20 08:45:00,7861
2024-06-20 08:50:00,7267
2024-06-20 08:55:00,8066
2024-06-20 09:00:00,6928
2024-06-20 09:05:00,8299
2024-06-20 09:10:00,7094
2024-06-20 09:15:00,6756
2024-06-20 09:20:00,7533
2024-06-20 09:25:00,7362
2024-06-20 09:30:00,7523
2024-06-20 09:35:00,8004
2024-06-20 09:40:00,7681
2024-06-20 09:45:00,6458
2024-06-20 09:50:00,7043
2024-06-20 09:55:00,6699
2024-06-20 10:00:00,7064
2024-06-20 10:05:00,6284
2024-06-20 10:10:00,6823
2024-06-20 10:15:00,6213
2024-06-20 10:20:00,6822
2024-06-20 10:25:00,6289
2024-06-20 10:30:00,6941
2024-06-20 10:35:00,6380
2024-06-20 10:40:00,6490
2024-06-20 10:45:00,6461
2024-06-20 10:50:00,6306
2024-06-20 10:55:00,6798
2024-06-20 11:00:00,6457
2024-06-20 11:05:00,6061
2024-06-20 11:10:00,7099
2024-06-20 11:15:00,7490
2024-06-20 11:20:00,6384
2024-06-20 11:25:00,7451
2024-06-20 11:30:00,6112
2024-06-20 11:35:00,6655
2024-06-20 11:40:00,5038
2024-06-20 11:45:00,6409
2024-06-20 11:50:00,5639
2024-06-20 11:55:00,6070
2024-06-20 12:00:00,5434
2024-06-20 12:05:00,6007
2024-06-20 12:10:00,6240
2024-06-20 12:15:00,5989
2024-06-20 12:20:00,5751
2024-06-20 12:25:00,6136
2024-06-20 12:30:00,5733
2024-06-20 12:35:00,5341
2024-06-20 12:40:00,5344
2024-06-20 12:45:00,5680
2024-06-20 12:50:00,5651
2024-06-20 12:55:00,4733
2024-06-20 13:00:00,5309
2024-06-20 13:05:00,4708
2024-06-20 13:10:00,5463
2024-06-20 13:15:00,4866
2024-06-20 13:20:00,5180
2024-06-20 13:25:00,4979
2024-06-20 13:30:00,4934
2024-06-20 13:35:00,4700
2024-06-20 13:40:00,5115
2024-06-20 13:45:00,5479
2024-06-20 13:50:00,5387
2024-06-20 13:55:00,5199
2024-06-20 14:00:00,4691
2024-06-20 14:05:00,4734
2024-06-20 14:10:00,4865
2024-06-20 14:15:00,4909
2024-06-20 14:20:00,5259
2024-06-20 14:25:00,5446
2024-06-20 14:30:00,4872
2024-06-20 14:35:00,5356
2024-06-20 14:40:00,4246
2024-06-20 14:45:00,4525
2024-06-20 14:50:00,5022
2024-06-20 14:55:00,5091
2024-06-20 15:00:00,5211
2024-06-20 15:05:00,5266
2024-06-20 15:10:00,3516
2024-06-20 15:15:00,4289
2024-06-20 15:20:00,5328
2024-06-20 15:25:00,4103
2024-06-20 15:30:00,4571
2024-06-20 15:35:00,4455
2024-06-20 15:40:00,4176
2024-06-20 15:45:00,4136
2024-06-20 15:50:00,4531
2024-06-20 15:55:00,4358
2024-06-20 16:00:00,3444
2024-06-20 16:05:00,4913
2024-06-20 16:10:00,4247
2024-06-20 16:15:00,3831
2024-06-20 16:20:00,3190
2024-06-20 16:25:00,4265
2024-06-20 16:30:00,3713
2024-06-20 16:35:00,4307
2024-06-20 16:40:00,4155
2024-06-20 16:45:00,3642
2024-06-20 16:50:00,4399
2024-06-20 16:55:00,4104
2024-06-20 17:00:00,4769
2024-06-20 17:05:00,3699
2024-06-20 17:10:00,3859
2024-06-20 17:15:00,4344
2024-06-20 17:20:00,4235
2024-06-20 17:25:00,3817
2024-06-20 17:30:00,4010
2024-06-20 17:35:00,4629
2024-06-20 17:40:00,3757
2024-06-20 17:45:00,4686
2024-06-20 17:50:00,2627
2024-06-20 17:55:00,3828
2024-06-20 18:00:00,4167
2024-06-20 18:05:00,3964
2024-06-20 18:10:00,3382
2024-06-20 18:15:00,3620
2024-06-20 18:20:00,3272
2024-06-20 18:25:00,3513
2024-06-20 18:30:00,4038
2024-06-20 18:35:00,3549
2024-06-20 18:40:00,3628
2024-06-20 18:45:00,3157
2024-06-20 18:50:00,3960
2024-06-20 18:55:00,3607
2024-06-20 19:00:00,3915
2024-06-20 19:05:00,4217
2024-06-20 19:10:00,4094
2024-06-20 19:15:00,4558
2024-06-20 19:20:00,4289
2024-06-20 19:25:00,4093
2024-06-20 19:30:00,4289
2024-06-20 19:35:00,3993
2024-06-20 19:40:00,3777
2024-06-20 19:45:00,4058
2024-06-20 19:50:00,4200
2024-06-20 19:55:00,4291
2024-06-20 20:00:00,3958
2024-06-20 20:05:00,3697
2024-06-20 20:10:00,4768
2024-06-20 20:15:00,3953
2024-06-20 20:20:00,4011
2024-06-20 20:25:00,4075
2024-06-20 20:30:00,4931
2024-06-20 20:35:00,4736
2024-06-20 20:40:00,3689
2024-06-20 20:45:00,4614
2024-06-20 20:50:00,4383
2024-06-20 20:55:00,5749
2024-06-20 21:00:00,4482
2024-06-20 21:05:00,4349
2024-06-20 21:10:00,4996
2024-06-20 21:15:00,4570
2024-06-20 21:20:00,5378
2024-06-20 21:25:00,4593
2024-06-20 21:30:00,4431
2024-06-20 21:35:00,5264
2024-06-20 21:40:00,5870
2024-06-20 21:45:00,4497
2024-06-20 21:50:00,5379
2024-06-20 21:55:00,5284
2024-06-20 22:00:00,5128
2024-06-20 22:05:00,5142
2024-06-20 22:10:00,4922
2024-06-20 22:15:00,4931
2024-06-20 22:20:00,4619
2024-06-20 22:25:00,4986
2024-06-20 22:30:00,5299
2024-06-20 22:35:00,5056
2024-06-20 22:40:00,6117
2024-06-20 22:45:00,5402
2024-06-20 22:50:00,6322
2024-06-20 22:55:00,6078
2024-06-20 23:00:00,4991
2024-06-20 23:05:00,5126
2024-06-20 23:10:00,5516
2024-06-20 23:15:00,5956
2024-06-20 23:20:00,6087
2024-06-20 23:25:00,6057
2024-06-20 23:30:00,5766
2024-06-20 23:35:00,6231
2024-06-20 23:40:00,5053
2024-06-20 23:45:00,5665
2024-06-20 23:50:00,6063
2024-06-20 23:55:00,6146
2024-06-21 00:00:00,6484
2024-06-21 00:05:00,7749
2024-06-21 00:10:00,7201
2024-06-21 00:15:00,6921
2024-06-21 00:20:00,7372
2024-06-21 00:25:00,7234
2024-06-21 00:30:00,8080
2024-06-21 00:35:00,7028
2024-06-21 00:40:00,7628
2024-06-21 00:45:00,7637
2024-06-21 00:50:00,7644
2024-06-21 00:55:00,6928
2024-06-21 01:00:00,8376
2024-06-21 01:05:00,8310
2024-06-21 01:10:00,7164
2024-06-21 01:15:00,7191
2024-06-21 01:20:00,8266
2024-06-21 01:25:00,8622
2024-06-21 01:30:00,7798
2024-06-21 01:35:00,8398
2024-06-21 01:40:00,8337
2024-06-21 01:45:00,7844
2024-06-21 01:50:00,7542
2024-06-21 01:55:00,7677
2024-06-21 02:00:00,8092
2024-06-21 02:05:00,8323
2024-06-21 02:10:00,8292
2024-06-21 02:15:00,8482
2024-06-21 02:20:00,8613
2024-06-21 02:25:00,10010
2024-06-21 02:30:00,9042
2024-06-21 02:35:00,8493
2024-06-21 02:40:00,8602
2024-06-21 02:45:00,9271
2024-06-21 02:50:00,8613
2024-06-21 02:55:00,8339
2024-06-21 03:00:00,8701
2024-06-21 03:05:00,9125
2024-06-21 03:10:00,9728
2024-06-21 03:15:00,9220
2024-06-21 03:20:00,8816
2024-06-21 03:25:00,8354
2024-06-21 03:30:00,9145
2024-06-21 03:35:00,9517
2024-06-21 03:40:00,8758
2024-06-21 03:45:00,8959
2024-06-21 03:50:00,9545
2024-06-21 03:55:00,8046
2024-06-21 04:00:00,9111
2024-06-21 04:05:00,9193
2024-06-21 04:10:00,8884
2024-06-21 04:15:00,9459
2024-06-21 04:20:00,9372
2024-06-21 04:25:00,9055
2024-06-21 04:30:00,8651
2024-06-21 04:35:00,8297
2024-06-21 04:40:00,8682
2024-06-21 04:45:00,9113
2024-06-21 04:50:00,9034
2024-06-21 04:55:00,8984
2024-06-21 05:00:00,9038
2024-06-21 05:05:00,9139
2024-06-21 05:10:00,8999
2024-06-21 05:15:00,9449
2024-06-21 05:20:00,9726
2024-06-21 05:25:00,9049
2024-06-21 05:30:00,8682
2024-06-21 05:35:00,8813
2024-06-21 05:40:00,9719
2024-06-21 05:45:00,9495
2024-06-21 05:50:00,8419
2024-06-21 05:55:00,9406
2024-06-21 06:00:00,8292
2024-06-21 06:05:00,8223
2024-06-21 06:10:00,9360
2024-06-21 06:15:00,9455
2024-06-21 06:20:00,9517
2024-06-21 06:25:00,9235
2024-06-21 06:30:00,9749
2024-06-21 06:35:00,9212
2024-06-21 06:40:00,9867
2024-06-21 06:45:00,8530
2024-06-21 06:50:00,9918
2024-06-21 06:55:00,9212
2024-06-21 07:00:00,8584
2024-06-21 07:05:00,9154
2024-06-21 07:10:00,8513
2024-06-21 07:15:00,8599
2024-06-21 07:20:00,9700
2024-06-21 07:25:00,9283
2024-06-21 07:30:00,9297
2024-06-21 07:35:00,9552
2024-06-21 07:40:00,8288
2024-06-21 07:45:00,8736
2024-06-21 07:50:00,8710
2024-06-21 07:55:00,9228
2024-06-21 08:00:00,8969
2024-06-21 08:05:00,9750
2024-06-21 08:10:00,8507
2024-06-21 08:15:00,9846
2024-06-21 08:20:00,8281
2024-06-21 08:25:00,8944
2024-06-21 08:30:00,8971
2024-06-21 08:35:00,9565
2024-06-21 08:40:00,9669
2024-06-21 08:45:00,8310
2024-06-21 08:50:00,8275
2024-06-21 08:55:00,8523
2024-06-21 09:00:00,9355
2024-06-21 09:05:00,8496
2024-06-21 09:10:00,9259
2024-06-21 09:15:00,8250
2024-06-21 09:20:00,7882
2024-06-21 09:25:00,8613
2024-06-21 09:30:00,8275
2024-06-21 09:35:00,7938
2024-06-21 09:40:00,7676
2024-06-21 09:45:00,7826
2024-06-21 09:50:00,7739
2024-06-21 09:55:00,7326
2024-06-21 10:00:00,9109
2024-06-21 10:05:00,8715
2024-06-21 10:10:00,8489
2024-06-21 10:15:00,8804
2024-06-21 10:20:00,9201
2024-06-21 10:25:00,8173
2024-06-21 10:30:00,7858
2024-06-21 10:35:00,8072
2024-06-21 10:40:00,7592
2024-06-21 10:45:00,8180
2024-06-21 10:50:00,8472
2024-06-21 10:55:00,7823
2024-06-21 11:00:00,8487
2024-06-21 11:05:00,7872
2024-06-21 11:10:00,7671
2024-06-21 11:15:00,7709
2024-06-21 11:20:00,7072
2024-06-21 11:25:00,7106
2024-06-21 11:30:00,8005
2024-06-21 11:35:00,8702
2024-06-21 11:40:00,6757
2024-06-21 11:45:00,7136
2024-06-21 11:50:00,7989
2024-06-21 11:55:00,7792
2024-06-21 12:00:00,6833
2024-06-21 12:05:00,7130
2024-06-21 12:10:00,6918
2024-06-21 12:15:00,7073
2024-06-21 12:20:00,7073
2024-06-21 12:25:00,7632
2024-06-21 12:30:00,6464
2024-06-21 12:35:00,6609
2024-06-21 12:40:00,6405
2024-06-21 12:45:00,7661
2024-06-21 12:50:00,6813
2024-06-21 12:55:00,6625
2024-06-21 13:00:00,7579
2024-06-21 13:05:00,6097
2024-06-21 13:10:00,6863
2024-06-21 13:15:00,6922
2024-06-21 13:20:00,6592
2024-06-21 13:25:00,7142
2024-06-21 13:30:00,6377
2024-06-21 13:35:00,6322
2024-06-21 13:40:00,5741
2024-06-21 13:45:00,6179
2024-06-21 13:50:00,6059
2024-06-21 13:55:00,6573
2024-06-21 14:00:00,6526
2024-06-21 14:05:00,5659
2024-06-21 14:10:00,7374
2024-06-21 14:15:00,4760
2024-06-21 14:20:00,6190
2024-06-21 14:25:00,5568
2024-06-21 14:30:00,6566
2024-06-21 14:35:00,6311
2024-06-21 14:40:00,6596
2024-06-21 14:45:00,5495
2024-06-21 14:50:00,6054
2024-06-21 14:55:00,6972
2024-06-21 15:00:00,5764
2024-06-21 15:05:00,5586
2024-06-21 15:10:00,6164
2024-06-21 15:15:00,6025
2024-06-21 15:20:00,6231
2024-06-21 15:25:00,5578
2024-06-21 15:30:00,5239
2024-06-21 15:35:00,6171
2024-06-21 15:40:00,5004
2024-06-21 15:45:00,5141
2024-06-21 15:50:00,5036
2024-06-21 15:55:00,5540
2024-06-21 16:00:00,6071
2024-06-21 16:05:00,5976
2024-06-21 16:10:00,5207
2024-06-21 16:15:00,4963
2024-06-21 16:20:00,6084
2024-06-21 16:25:00,5259
2024-06-21 16:30:00,4655
2024-06-21 16:35:00,4915
2024-06-21 16:40:00,4434
2024-06-21 16:45:00,4867
2024-06-21 16:50:00,4977
2024-06-21 16:55:00,5534
2024-06-21 17:00:00,5002
2024-06-21 17:05:00,5475
2024-06-21 17:10:00,5280
2024-06-21 17:15:00,5725
2024-06-21 17:20:00,5494
2024-06-21 17:25:00,6096
2024-06-21 17:30:00,5341
2024-06-21 17:35:00,5183
2024-06-21 17:40:00,4514
2024-06-21 17:45:00,5953
2024-06-21 17:50:00,5886
2024-06-21 17:55:00,5693
2024-06-21 18:00:00,5069
2024-06-21 18:05:00,6037
2024-06-21 18:10:00,5029
2024-06-21 18:15:00,5685
2024-06-21 18:20:00,5254
2024-06-21 18:25:00,5147
2024-06-21 18:30:00,4344
2024-06-21 18:35:00,5092
2024-06-21 18:40:00,4663
2024-06-21 18:45:00,4266
2024-06-21 18:50:00,4817
2024-06-21 18:55:00,5755
2024-06-21 19:00:00,6730
2024-06-21 19:05:00,5438
2024-06-21 19:10:00,5481
2024-06-21 19:15:00,6363
2024-06-21 19:20:00,5484
2024-06-21 19:25:00,5776
2024-06-21 19:30:00,4985
2024-06-21 19:35:00,5503
2024-06-21 19:40:00,5343
2024-06-21 19:45:00,5613
2024-06-21 19:50:00,5636
2024-06-21 19:55:00,5726
2024-06-21 20:00:00,4685
2024-06-21 20:05:00,5882
2024-06-21 20:10:00,5060
2024-06-21 20:15:00,6562
2024-06-21 20:20:00,5418
2024-06-21 20:25:00,5201
2024-06-21 20:30:00,6241
2024-06-21 20:35:00,6422
2024-06-21 20:40:00,5529
2024-06-21 20:45:00,6185
2024-06-21 20:50:00,6071
2024-06-21 20:55:00,6704
2024-06-21 21:00:00,4612
2024-06-21 21:05:00,5953
2024-06-21 21:10:00,6151
2024-06-21 21:15:00,5855
2024-06-21 21:20:00,6725
2024-06-21 21:25:00,5563
2024-06-21 21:30:00,6705
2024-06-21 21:35:00,6580
2024-06-21 21:40:00,5680
2024-06-21 21:45:00,6179
2024-06-21 21:50:00,6185
2024-06-21 21:55:00,7145
2024-06-21 22:00:00,6807
2024-06-21 22:05:00,5828
2024-06-21 22:10:00,5493
2024-06-21 22:15:00,6299
2024-06-21 22:20:00,6746
2024-06-21 22:25:00,6893
2024-06-21 22:30:00,6408
2024-06-21 22:35:00,6382
2024-06-21 22:40:00,6690
2024-06-21 22:45:00,6727
2024-06-21 22:50:00,6077
2024-06-21 22:55:00,6907
2024-06-21 23:00:00,7318
2024-06-21 23:05:00,6397
2024-06-21 23:10:00,5868
2024-06-21 23:15:00,7091
2024-06-21 23:20:00,8095
2024-06-21 23:25:00,6895
2024-06-21 23:30:00,7571
2024-06-21 23:35:00,6172
2024-06-21 23:40:00,8053
2024-06-21 23:45:00,7056
2024-06-21 23:50:00,7352
2024-06-21 23:55:00,6786
2024-06-22 00:00:00,8179
2024-06-22 00:05:00,8739
2024-06-22 00:10:00,8617
2024-06-22 00:15:00,9065
2024-06-22 00:20:00,8031
2024-06-22 00:25:00,8742
2024-06-22 00:30:00,9587
2024-06-22 00:35:00,8940
2024-06-22 00:40:00,8702
2024-06-22 00:45:00,8739
2024-06-22 00:50:00,8866
2024-06-22 00:55:00,8029
2024-06-22 01:00:00,9131
2024-06-22 01:05:00,9407
2024-06-22 01:10:00,9307
2024-06-22 01:15:00,8600
2024-06-22 01:20:00,9937
2024-06-22 01:25:00,8646
2024-06-22 01:30:00,8446
2024-06-22 01:35:00,9780
2024-06-22 01:40:00,9814
2024-06-22 01:45:00,9366
2024-06-22 01:50:00,8398
2024-06-22 01:55:00,9236
2024-06-22 02:00:00,9901
2024-06-22 02:05:00,10033
2024-06-22 02:10:00,9785
2024-06-22 02:15:00,9012
2024-06-22 02:20:00,9670
2024-06-22 02:25:00,9665
2024-06-22 02:30:00,10847
2024-06-22 02:35:00,9539
2024-06-22 02:40:00,10000
2024-06-22 02:45:00,9564
2024-06-22 02:50:00,10293
2024-06-22 02:55:00,9693
2024-06-22 03:00:00,9891
2024-06-22 03:05:00,10302
2024-06-22 03:10:00,9694
2024-06-22 03:15:00,9608
2024-06-22 03:20:00,10498
2024-06-22 03:25:00,11096
2024-06-22 03:30:00,10293
2024-06-22 03:35:00,9858
2024-06-22 03:40:00,10844
2024-06-22 03:45:00,9943
2024-06-22 03:50:00,10406
2024-06-22 03:55:00,10078
2024-06-22 04:00:00,9666
2024-06-22 04:05:00,11401
2024-06-22 04:10:00,11234
2024-06-22 04:15:00,10385
2024-06-22 04:20:00,10507
2024-06-22 04:25:00,10097
2024-06-22 04:30:00,10599
2024-06-22 04:35:00,10197
2024-06-22 04:40:00,11131
2024-06-22 04:45:00,10255
2024-06-22 04:50:00,10593
2024-06-22 04:55:00,11047
2024-06-22 05:00:00,10914
2024-06-22 05:05:00,10139
2024-06-22 05:10:00,11485
2024-06-22 05:15:00,10036
2024-06-22 05:20:00,10594
2024-06-22 05:25:00,10680
2024-06-22 05:30:00,10163
2024-06-22 05:35:00,11545
2024-06-22 05:40:00,10095
2024-06-22 05:45:00,9638
2024-06-22 05:50:00,10771
2024-06-22 05:55:00,10793
2024-06-22 06:00:00,12112
2024-06-22 06:05:00,10525
2024-06-22 06:10:00,11440
2024-06-22 06:15:00,10801
2024-06-22 06:20:00,11040
2024-06-22 06:25:00,10594
2024-06-22 06:30:00,10422
2024-06-22 06:35:00,9796
2024-06-22 06:40:00,10688
2024-06-22 06:45:00,10650
2024-06-22 06:50:00,10534
2024-06-22 06:55:00,9855
2024-06-22 07:00:00,11164
2024-06-22 07:05:00,10346
2024-06-22 07:10:00,10390
2024-06-22 07:15:00,10288
2024-06-22 07:20:00,11154
2024-06-22 07:25:00,10643
2024-06-22 07:30:00,9378
2024-06-22 07:35:00,11177
2024-06-22 07:40:00,10245
2024-06-22 07:45:00,10466
2024-06-22 07:50:00,9673
2024-06-22 07:55:00,10098
2024-06-22 08:00:00,10002
2024-06-22 08:05:00,9976
2024-06-22 08:10:00,10045
2024-06-22 08:15:00,10467
2024-06-22 08:20:00,9597
2024-06-22 08:25:00,10102
2024-06-22 08:30:00,10080
2024-06-22 08:35:00,10129
2024-06-22 08:40:00,10111
2024-06-22 08:45:00,10272
2024-06-22 08:50:00,10479
2024-06-22 08:55:00,10352
2024-06-22 09:00:00,9775
2024-06-22 09:05:00,10236
2024-06-22 09:10:00,9991
2024-06-22 09:15:00,9753
2024-06-22 09:20:00,9742
2024-06-22 09:25:00,9987
2024-06-22 09:30:00,9417
2024-06-22 09:35:00,9501
2024-06-22 09:40:00,10560
2024-06-22 09:45:00,9341
2024-06-22 09:50:00,10182
2024-06-22 09:55:00,9515
2024-06-22 10:00:00,9140
2024-06-22 10:05:00,9878
2024-06-22 10:10:00,9925
2024-06-22 10:15:00,9868
2024-06-22 10:20:00,9164
2024-06-22 10:25:00,9638
2024-06-22 10:30:00,9891
2024-06-22 10:35:00,9348
2024-06-22 10:40:00,8208
2024-06-22 10:45:00,8500
2024-06-22 10:50:00,9467
2024-06-22 10:55:00,8482
2024-06-22 11:00:00,9916
2024-06-22 11:05:00,9070
2024-06-22 11:10:00,9577
2024-06-22 11:15:00,8563
2024-06-22 11:20:00,9150
2024-06-22 11:25:00,8718
2024-06-22 11:30:00,8536
2024-06-22 11:35:00,8635
2024-06-22 11:40:00,8665
2024-06-22 11:45:00,9024
2024-06-22 11:50:00,8722
2024-06-22 11:55:00,9148
2024-06-22 12:00:00,9261
2024-06-22 12:05:00,8501
2024-06-22 12:10:00,7129
2024-06-22 12:15:00,8595
2024-06-22 12:20:00,8482
2024-06-22 12:25:00,8737
2024-06-22 12:30:00,7945
2024-06-22 12:35:00,8782
2024-06-22 12:40:00,9121
2024-06-22 12:45:00,8159
2024-06-22 12:50:00,8056
2024-06-22 12:55:00,8746
2024-06-22 13:00:00,7815
2024-06-22 13:05:00,8015
2024-06-22 13:10:00,7743
2024-06-22 13:15:00,7583
2024-06-22 13:20:00,8288
2024-06-22 13:25:00,7166
2024-06-22 13:30:00,7050
2024-06-22 13:35:00,7721
2024-06-22 13:40:00,7798
2024-06-22 13:45:00,8454
2024-06-22 13:50:00,7317
2024-06-22 13:55:00,6776
2024-06-22 14:00:00,7132
2024-06-22 14:05:00,7637
2024-06-22 14:10:00,8269
2024-06-22 14:15:00,8091
2024-06-22 14:20:00,7730
2024-06-22 14:25:00,8362
2024-06-22 14:30:00,8331
2024-06-22 14:35:00,6920
2024-06-22 14:40:00,6515
2024-06-22 14:45:00,6961
2024-06-22 14:50:00,8087
2024-06-22 14:55:00,7499
2024-06-22 15:00:00,6666
2024-06-22 15:05:00,7535
2024-06-22 15:10:00,7326
2024-06-22 15:15:00,7590
2024-06-22 15:20:00,6526
2024-06-22 15:25:00,7504
2024-06-22 15:30:00,7691
2024-06-22 15:35:00,6579
2024-06-22 15:40:00,6637
2024-06-22 15:45:00,6916
2024-06-22 15:50:00,6981
2024-06-22 15:55:00,7208
2024-06-22 16:00:00,7349
2024-06-22 16:05:00,6742
2024-06-22 16:10:00,7261
2024-06-22 16:15:00,6777
2024-06-22 16:20:00,7184
2024-06-22 16:25:00,6522
2024-06-22 16:30:00,6280
2024-06-22 16:35:00,6850
2024-06-22 16:40:00,6771
2024-06-22 16:45:00,6169
2024-06-22 16:50:00,6252
2024-06-22 16:55:00,6250
2024-06-22 17:00:00,6801
2024-06-22 17:05:00,6173
2024-06-22 17:10:00,5858
2024-06-22 17:15:00,6355
2024-06-22 17:20:00,7230
2024-06-22 17:25:00,6871
2024-06-22 17:30:00,7156
2024-06-22 17:35:00,6237
2024-06-22 17:40:00,6221
2024-06-22 17:45:00,6060
2024-06-22 17:50:00,6253
2024-06-22 17:55:00,7613
2024-06-22 18:00:00,6538
2024-06-22 18:05:00,6961
2024-06-22 18:10:00,6619
2024-06-22 18:15:00,5638
2024-06-22 18:20:00,6508
2024-06-22 18:25:00,6940
2024-06-22 18:30:00,6853
2024-06-22 18:35:00,6894
2024-06-22 18:40:00,6972
2024-06-22 18:45:00,6098
2024-06-22 18:50:00,6581
2024-06-22 18:55:00,6698
2024-06-22 19:00:00,6093
2024-06-22 19:05:00,6416
2024-06-22 19:10:00,6859
2024-06-22 19:15:00,5849
2024-06-22 19:20:00,7061
2024-06-22 19:25:00,7046
2024-06-22 19:30:00,7330
2024-06-22 19:35:00,7536
2024-06-22 19:40:00,6285
2024-06-22 19:45:00,7770
2024-06-22 19:50:00,8010
2024-06-22 19:55:00,6537
2024-06-22 20:00:00,7260
2024-06-22 20:05:00,7575
2024-06-22 20:10:00,7092
2024-06-22 20:15:00,6988
2024-06-22 20:20:00,7140
2024-06-22 20:25:00,7888
2024-06-22 20:30:00,6469
2024-06-22 20:35:00,6355
2024-06-22 20:40:00,7840
2024-06-22 20:45:00,7592
2024-06-22 20:50:00,7071
2024-06-22 20:55:00,7753
2024-06-22 21:00:00,7947
2024-06-22 21:05:00,6849
2024-06-22 21:10:00,6778
2024-06-22 21:15:00,6883
2024-06-22 21:20:00,7744
2024-06-22 21:25:00,7748
2024-06-22 21:30:00,7697
2024-06-22 21:35:00,7300
2024-06-22 21:40:00,7576
2024-06-22 21:45:00,7071
2024-06-22 21:50:00,7618
2024-06-22 21:55:00,7861
2024-06-22 22:00:00,6938
2024-06-22 22:05:00,7512
2024-06-22 22:10:00,8004
2024-06-22 22:15:00,7409
2024-06-22 22:20:00,7127
2024-06-22 22:25:00,7653
2024-06-22 22:30:00,7874
2024-06-22 22:35:00,7948
2024-06-22 22:40:00,7849
2024-06-22 22:45:00,8271
2024-06-22 22:50:00,7737
2024-06-22 22:55:00,8319
2024-06-22 23:00:00,7616
2024-06-22 23:05:00,7709
2024-06-22 23:10:00,8037
2024-06-22 23:15:00,7868
2024-06-22 23:20:00,9132
2024-06-22 23:25:00,9289
2024-06-22 23:30:00,8135
2024-06-22 23:35:00,8187
2024-06-22 23:40:00,8293
2024-06-22 23:45:00,9480
2024-06-22 23:50:00,7480
2024-06-22 23:55:00,8554
2024-06-23 00:00:00,5898
2024-06-23 00:05:00,5777
2024-06-23 00:10:00,6028
2024-06-23 00:15:00,5374
2024-06-23 00:20:00,6454
2024-06-23 00:25:00,4797
2024-06-23 00:30:00,5571
2024-06-23 00:35:00,5542
2024-06-23 00:40:00,6690
2024-06-23 00:45:00,5275
2024-06-23 00:50:00,7071
2024-06-23 00:55:00,6364
2024-06-23 01:00:00,6449
2024-06-23 01:05:00,6248
2024-06-23 01:10:00,6800
2024-06-23 01:15:00,5750
2024-06-23 01:20:00,6281
2024-06-23 01:25:00,5871
2024-06-23 01:30:00,7231
2024-06-23 01:35:00,7093
2024-06-23 01:40:00,8034
2024-06-23 01:45:00,6674
2024-06-23 01:50:00,6742
2024-06-23 01:55:00,7283
2024-06-23 02:00:00,6690
2024-06-23 02:05:00,6436
2024-06-23 02:10:00,7782
2024-06-23 02:15:00,7105
2024-06-23 02:20:00,7829
2024-06-23 02:25:00,6943
2024-06-23 02:30:00,8332
2024-06-23 02:35:00,7137
2024-06-23 02:40:00,7294
2024-06-23 02:45:00,6868
2024-06-23 02:50:00,6753
2024-06-23 02:55:00,6342
2024-06-23 03:00:00,8487
2024-06-23 03:05:00,7264
2024-06-23 03:10:00,7015
2024-06-23 03:15:00,8409
2024-06-23 03:20:00,7688
2024-06-23 03:25:00,8125
2024-06-23 03:30:00,7624
2024-06-23 03:35:00,7396
2024-06-23 03:40:00,7713
2024-06-23 03:45:00,7346
2024-06-23 03:50:00,7239
2024-06-23 03:55:00,8202
2024-06-23 04:00:00,7643
2024-06-23 04:05:00,7915
2024-06-23 04:10:00,7721
2024-06-23 04:15:00,8694
2024-06-23 04:20:00,8284
2024-06-23 04:25:00,8792
2024-06-23 04:30:00,7522
2024-06-23 04:35:00,7468
2024-06-23 04:40:00,8319
2024-06-23 04:45:00,7363
2024-06-23 04:50:00,7667
2024-06-23 04:55:00,7937
2024-06-23 05:00:00,8217
2024-06-23 05:05:00,8103
2024-06-23 05:10:00,8323
2024-06-23 05:15:00,8010
2024-06-23 05:20:00,8790
2024-06-23 05:25:00,7666
2024-06-23 05:30:00,8309
2024-06-23 05:35:00,8555
2024-06-23 05:40:00,8276
2024-06-23 05:45:00,7424
2024-06-23 05:50:00,8710
2024-06-23 05:55:00,8101
2024-06-23 06:00:00,8359
2024-06-23 06:05:00,8357
2024-06-23 06:10:00,9229
2024-06-23 06:15:00,8545
2024-06-23 06:20:00,7266
2024-06-23 06:25:00,8064
2024-06-23 06:30:00,8667
2024-06-23 06:35:00,8031
2024-06-23 06:40:00,8792
2024-06-23 06:45:00,8828
2024-06-23 06:50:00,7664
2024-06-23 06:55:00,9001
2024-06-23 07:00:00,7943
2024-06-23 07:05:00,8459
2024-06-23 07:10:00,7608
2024-06-23 07:15:00,7532
2024-06-23 07:20:00,7099
2024-06-23 07:25:00,8710
2024-06-23 07:30:00,7631
2024-06-23 07:35:00,7709
2024-06-23 07:40:00,7247
2024-06-23 07:45:00,7366
2024-06-23 07:50:00,7056
2024-06-23 07:55:00,8023
